Title,URL,Category,Sub-Category,Level,Skills,Site
Prepare Data for Exploration,https://www.coursera.org/learn/data-preparation,Data Science,Data Analysis,,"Spreadsheet,Metadata,Data Collection,Data Ethics,SQL,",Coursera
Introduction to Psychology ,https://www.coursera.org/learn/introduction-psychology,Health,Psychology,,"reasoning,Problem Solving,abstract thinking,analytical thinking,Critical Thinking,",Coursera
Introduction to Cybersecurity Tools & Cyber Attacks,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks,Information Technology,Cloud Computing,,"Information Security (INFOSEC),IBM New Collar,Malware,Cybersecurity,Cyber Attacks,",Coursera
What is Data Science? ,https://www.coursera.org/learn/what-is-datascience,Data Science,Data Analysis,,"Data Science,Deep Learning,Machine Learning,Big Data,Data Mining,",Coursera
Fundamentals of Project Planning and Management,https://www.coursera.org/learn/uva-darden-project-management,Business,Business Essentials,,"Risk Analysis,Project Planning,Planning,Management,Project Management,",Coursera
"Start the UX Design Process: Empathize, Define, and Ideate",https://www.coursera.org/learn/start-ux-design-process,Computer Science,Design and Product,,"User Experience (UX),UX Research,Wireframe,Prototype,User Experience Design (UXD),",Coursera
Linear Algebra for Machine Learning and Data Science,https://www.coursera.org/learn/machine-learning-linear-algebra,Computer Science,Algorithms,,"Machine Learning,Linear Equation,Eigenvalues And Eigenvectors,Linear Algebra,Determinants,",Coursera
"HTML, CSS, and Javascript for Web Developers",https://www.coursera.org/learn/html-css-javascript-for-web-developers,Computer Science,Mobile and Web Development,,"HTML,JavaScript,Css Frameworks,Cascading Style Sheets (CSS),",Coursera
Introduction to Data Analytics,https://www.coursera.org/learn/introduction-to-data-analytics,Data Science,Data Analysis,,"Data Science,Spreadsheet,Microsoft Excel,Data Analysis,Data Visualization (DataViz),",Coursera
Writing in the Sciences,https://www.coursera.org/learn/sciwrite,Health,Basic Science,,"Grammar,Medical Writing,Science Communication,Writing,",Coursera
"Unsupervised Learning, Recommenders, Reinforcement Learning",https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning,Data Science,Machine Learning,,"Collaborative Filtering,Unsupervised Learning,Recommender Systems,Reinforcement Learning,Anomaly Detection,",Coursera
Process Data from Dirty to Clean,https://www.coursera.org/learn/process-data,Data Science,Data Analysis,,"Spreadsheet,Data Cleansing,Sample Size Determination,SQL,Data Integrity,",Coursera
OKR Certification: Leadership and Goal Setting,https://www.coursera.org/learn/okr,Business,Leadership and Management,,"Planning,goal setting,Business Strategy,Leadership And Management,Communication,",Coursera
Psychological First Aid,https://www.coursera.org/learn/psychological-first-aid,Health,Psychology,,"Reflective Listening,Active Listening,Crisis Intervention,Psychological First Aid,",Coursera
Foundations of Data Science,https://www.coursera.org/learn/foundations-of-data-science,Data Science,Data Analysis,,"Sharing Insights With Stakeholders,Effective Written Communication,Asking Effective Questions,Cross-Functional Team Dynamics,Project Management,",Coursera
Stanford Introduction to Food and Health,https://www.coursera.org/learn/food-and-health,Health,Nutrition,,"Health Informatics,Nutrition,Food Safety,Food Science,",Coursera
Successful Negotiation: Essential Strategies and Skills,https://www.coursera.org/learn/negotiation-skills,Business,Business Essentials,,"Strategic Negotiations,Communication,Negotiation,Decision Tree,",Coursera
Project Planning: Putting It All Together,https://www.coursera.org/learn/project-planning-google,Business,Leadership and Management,,"Project Planning,Strategic Thinking,Risk Management,Task Estimation,Procurement,",Coursera
Tools for Data Science,https://www.coursera.org/learn/open-source-tools-for-data-science,Data Science,Data Analysis,,"Data Science,Github,Python Programming,Jupyter notebooks,Rstudio,",Coursera
"Python for Data Science, AI & Development",https://www.coursera.org/learn/python-for-applied-data-science-ai,Data Science,Data Analysis,,"Data Science,Python Programming,Data Analysis,Pandas,Numpy,",Coursera
Foundations of Business Intelligence,https://www.coursera.org/learn/foundations-of-business-intelligence,Data Science,Data Analysis,,"Stakeholder Management,Sharing Insights With Stakeholders,Asking Effective Questions,Cross-Functional Team Dynamics,Business Processes and Requirements,",Coursera
Private Equity and Venture Capital,https://www.coursera.org/learn/private-equity,Business,Finance,,"Valuation (Finance),Venture Capital,Venture Capital Financing,Private Equity,",Coursera
Operating Systems and You: Becoming a Power User,https://www.coursera.org/learn/os-power-user,Information Technology,Support and Operations,,"Powershell,Linux File Systems,Linux,Command-Line Interface,",Coursera
Programming for Everybody (Getting Started with Python),https://www.coursera.org/learn/python,Computer Science,Software Development,,"Python Syntax And Semantics,Basic Programming Language,Computer Programming,Python Programming,",Coursera
Attract and Engage Customers with Digital Marketing,https://www.coursera.org/learn/attract-and-engage-customers,Business,Marketing,,"Website Structure,Customer Awareness,Google,Search Engine Marketing,Search Engine Optimization (SEO),",Coursera
Analyze Data to Answer Questions,https://www.coursera.org/learn/analyze-data,Data Science,Data Analysis,,"Spreadsheet,Data Analysis,SQL,Data Calculations,Data Aggregation,",Coursera
Natural Language Processing with Classification and Vector Spaces,https://www.coursera.org/learn/classification-vector-spaces-in-nlp,Data Science,Machine Learning,,"Machine Translation,Word Embeddings,Locality-Sensitive Hashing,Sentiment Analysis,Vector Space Models,",Coursera
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",https://www.coursera.org/learn/deep-neural-network,Data Science,Machine Learning,,"Tensorflow,Deep Learning,Mathematical Optimization,hyperparameter tuning,",Coursera
Bookkeeping Basics,https://www.coursera.org/learn/bookkeeping-basics,Business,Business Essentials,,"Basis Of Accounting,accounting software,Accounting Cycle,Creating Financial Statements,Double-Entry Bookkeeping System,",Coursera
Agile Project Management,https://www.coursera.org/learn/agile-project-management,Business,Leadership and Management,,"Coaching,Influencing,Agile Management,Problem Solving,Scrum,",Coursera
Agile with Atlassian Jira,https://www.coursera.org/learn/agile-atlassian-jira,Computer Science,Software Development,,"Project Management,Agile Management,work management,Scrum (Software Development),",Coursera
Crash Course on Python,https://www.coursera.org/learn/python-crash-course,Information Technology,Support and Operations,,"Basic Python Data Structures,Fundamental Programming Concepts,Basic Python Syntax,Python Programming,Object-Oriented Programming (OOP),",Coursera
Organizational Analysis ,https://www.coursera.org/learn/organizational-analysis,Business,Leadership and Management,,"Management,Organizational Theory,Organizational Analysis,Organizational Culture,",Coursera
Business Analytics with Excel: Elementary to Advanced,https://www.coursera.org/learn/business-analytics-excel,Business,Business Essentials,,"Business Analytics,Spreadsheet,Microsoft Excel,Solver,Modeling,",Coursera
SQL for Data Science,https://www.coursera.org/learn/sql-for-data-science,Data Science,Data Analysis,,"Data Science,Data Analysis,Sqlite,SQL,",Coursera
"Brand Management: Aligning Business, Brand and Behaviour",https://www.coursera.org/learn/brand,Business,Entrepreneurship,,"Corporate Branding,Brand Marketing,Brand Management,Brand Identity,",Coursera
Introduction to Artificial Intelligence (AI),https://www.coursera.org/learn/introduction-to-ai,Data Science,Machine Learning,,"Data Science,Deep Learning,Artificial Intelligence (AI),Jobs,Machine Learning,",Coursera
Get Started with Python,https://www.coursera.org/learn/get-started-with-python,Data Science,Data Analysis,,"Using Comments to Enhance Code Readability,Python Programming,Jupyter Notebook,Data Visualization (DataViz),Coding,",Coursera
Game Theory,https://www.coursera.org/learn/game-theory-1,Social Sciences,Economics,,"Game Theory,Backward Induction,Bayesian Game,Problem Solving,",Coursera
 System Administration and IT Infrastructure Services,https://www.coursera.org/learn/system-administration-it-infrastructure-services,Information Technology,Support and Operations,,"Directory Service,Lightweight Directory Access Protocol (LDAP),Backup,",Coursera
Artificial Intelligence in Marketing,https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing,Business,Marketing,,"Business Model,Digital Marketing,Network Effects,Marketing Strategy,Customer Engagement,",Coursera
Project Execution: Running the Project,https://www.coursera.org/learn/project-execution-google,Business,Leadership and Management,,"Quality Management,Strategic Thinking,Project Execution,Risk Management,Project Management,",Coursera
Excel Basics for Data Analysis,https://www.coursera.org/learn/excel-basics-data-analysis-ibm,Data Science,Data Analysis,,"Data Science,Spreadsheet,Microsoft Excel,Data Analysis,Pivot Table,",Coursera
AWS Cloud Practitioner Essentials,https://www.coursera.org/learn/aws-cloud-practitioner-essentials,Information Technology,Cloud Computing,,"Cloud Computing Security,AWS cloud,cloud networking,Cloud Computing,Migration and Innovation,",Coursera
Share Data Through the Art of Visualization,https://www.coursera.org/learn/visualize-data,Data Science,Data Analysis,,"Data Analysis,Tableau Software,Data Visualization (DataViz),Presentation,",Coursera
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,https://www.coursera.org/learn/negotiation,Business,Business Essentials,,"Game Theory,Negotiation,Collaboration,Principled Negotiation,",Coursera
Introduction to Cloud Computing,https://www.coursera.org/learn/introduction-to-cloud,Information Technology,Cloud Computing,,"Cloud Native,Devops,Iaas PaaS Saas,Hybrid Multicloud,Cloud Computing,",Coursera
Introduction to Machine Learning in Production,https://www.coursera.org/learn/introduction-to-machine-learning-in-production,Data Science,Machine Learning,,"Human-level Performance (HLP),Concept Drift,Model baseline,Project Scoping and Design,ML Deployment Challenges,",Coursera
The Strategy of Content Marketing,https://www.coursera.org/learn/content-marketing,Business,Marketing,,"Management,Content Marketing,Copywriting,Writing,",Coursera
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",https://www.coursera.org/learn/introduction-tensorflow,Computer Science,Software Development,,"Computer Vision,Tensorflow,Machine Learning,",Coursera
Connected Leadership,https://www.coursera.org/learn/connected-leadership,Personal Development,Personal Development,,"Emotional Intelligence,Team Building,Systems Thinking,Leadership And Management,Team Management,",Coursera
Management of Fashion and Luxury Companies,https://www.coursera.org/learn/mafash,Business,Leadership and Management,,"Strategic Management,Business Model,Luxury Goods,Brand Management,",Coursera
Child Nutrition and Cooking,https://www.coursera.org/learn/childnutrition,Health,Nutrition,,"Nutrition,Organic Food,Food Safety,Food Science,",Coursera
Data Analysis with R Programming,https://www.coursera.org/learn/data-analysis-r,Data Science,Data Analysis,,"R Programming,Data Analysis,Data Visualization (DataViz),R Markdown,Rstudio,",Coursera
Learning How to Learn: Powerful mental tools to help you master tough subjects,https://www.coursera.org/learn/learning-how-to-learn,Personal Development,Personal Development,,"Test Preparation,Learning To Learn,Pomodoro Technique,Meta Learning,",Coursera
Overcoming Dyslexia,https://www.coursera.org/learn/dyslexia,Health,Research,,"Dyslexia,Education,READING,Law,Learning,",Coursera
Viral Marketing and How to Craft Contagious Content,https://www.coursera.org/learn/wharton-contagious-viral-marketing,Business,Marketing,,"Social Network,Viral Marketing,Marketing,Marketing Strategy,",Coursera
Convolutional Neural Networks,https://www.coursera.org/learn/convolutional-neural-networks,Data Science,Machine Learning,,"Deep Learning,Facial Recognition System,Convolutional Neural Network,Tensorflow,Object Detection and Segmentation,",Coursera
SQL: A Practical Introduction for Querying Databases,https://www.coursera.org/learn/sql-practical-introduction-for-querying-databases,Data Science,Data Analysis,,"Create, Read, Update And Delete,Data Analysis,MySQL,Relational Database Management System (RDBMS),SQL,",Coursera
Reducing Gun Violence in America: Evidence for Change,https://www.coursera.org/learn/gun-violence,Health,Public Health,,"Gun Violence Epidemiology,Community Change,Public Health Interventions,American Law & Policy,",Coursera
Structuring Machine Learning Projects,https://www.coursera.org/learn/machine-learning-projects,Data Science,Data Analysis,,"Deep Learning,Inductive Transfer,Machine Learning,Multi-Task Learning,Decision-Making,",Coursera
 IT Security: Defense against the digital dark arts ,https://www.coursera.org/learn/it-security,Information Technology,Security,,"Cybersecurity,Wireless Security,Cryptography,Network Security,",Coursera
Build Wireframes and Low-Fidelity Prototypes,https://www.coursera.org/learn/wireframes-low-fidelity-prototypes,Computer Science,Design and Product,,"User Experience (UX),UX Research,Wireframe,Prototype,User Experience Design (UXD),",Coursera
First Step Korean,https://www.coursera.org/learn/learn-korean,Language Learning,Other Languages,,"Grammar,Korean Language,Speech,Writing,",Coursera
Human Resources Analytics,https://www.coursera.org/learn/human-resources-analytics,Business,Leadership and Management,,"Data Analysis,HR Lifecycle,Strategic Mindset,Human Resources Best Practices,",Coursera
Fundamentals of Quantitative Modeling,https://www.coursera.org/learn/wharton-quantitative-modeling,Business,Business Essentials,,"Modeling,Linear Regression,Probabilistic Models,Regression Analysis,",Coursera
Understanding the Brain: The Neurobiology of Everyday Life,https://www.coursera.org/learn/neurobiology,Health,Basic Science,,"Brain,Neurological Disorders,Neurobiology,Neurology,",Coursera
ITIL 4 Exam Preparation,https://www.coursera.org/learn/itil-4-exam-preparation,Information Technology,Support and Operations,,"ITIL 4 Foundation topics,ITIL Terminogy,",Coursera
Introduction to User Experience Design ,https://www.coursera.org/learn/user-experience-design,Computer Science,Design and Product,,"Usability,User Experience (UX),User Experience Design (UXD),User Interface,",Coursera
Introduction to Social Media Marketing,https://www.coursera.org/learn/social-media-marketing-introduction,Business,Marketing,,"Social Media Marketing,Marketing,Digital Marketing,Social Media Marketing Strategy,",Coursera
Medical Neuroscience,https://www.coursera.org/learn/medical-neuroscience,Health,Research,,"Brain,Neurological Disorders,Neurobiology,Neurology,",Coursera
Databases and SQL for Data Science with Python,https://www.coursera.org/learn/sql-data-science,Data Science,Data Analysis,,"Cloud Databases,Python Programming,Jupyter notebooks,Relational Database Management System (RDBMS),SQL,",Coursera
Data Science Methodology,https://www.coursera.org/learn/data-science-methodology,Data Science,Data Analysis,,"Data Science,Methodology,CRISP-DM,Data Analysis,Data Mining,",Coursera
Excel Skills for Business: Essentials,https://www.coursera.org/learn/excel-essentials,Business,Business Essentials,,"Graphs,Spreadsheet,Microsoft Excel,Chart,",Coursera
Machine Learning with Python,https://www.coursera.org/learn/machine-learning-with-python,Data Science,Machine Learning,,"SciPy and scikit-learn,Machine Learning,regression,classification,Hierarchical Clustering,",Coursera
Sequence Models,https://www.coursera.org/learn/nlp-sequence-models,Data Science,Machine Learning,,"Natural Language Processing,Long Short Term Memory (LSTM),Gated Recurrent Unit (GRU),Recurrent Neural Network,Attention Models,",Coursera
Introduction to Financial Accounting,https://www.coursera.org/learn/wharton-accounting,Business,Business Essentials,,"Financial Accounting,Accounting,Financial Statement,Balance Sheet,",Coursera
Introduction to Front-End Development,https://www.coursera.org/learn/introduction-to-front-end-development,Computer Science,Mobile and Web Development,,"Web Development Tools,User Interface,Front-End Web Development,HTML and CSS,Responsive Web Design,",Coursera
Principles of Management,https://www.coursera.org/learn/principles-of-management,Business,Leadership and Management,,"Coaching,strategy,Leadership And Management,Business Communication,Team Management,",Coursera
Food & Beverage Management,https://www.coursera.org/learn/food-beverage-management,Business,Leadership and Management,,"Promotion And Marketing Communications,Food Marketing,Marketing,Brand Management,",Coursera
Google Data Analytics Capstone: Complete a Case Study,https://www.coursera.org/learn/google-data-analytics-capstone,Data Science,Data Analysis,,"Job portfolio,Data Cleansing,Data Analysis,Data Visualization (DataViz),case study,",Coursera
From Likes to Leads: Interact with Customers Online,https://www.coursera.org/learn/from-likes-to-leads,Business,Marketing,,"Social Listening,Social Media Bidding,Customer Engagement,Social Media Analytics,Social Media Branding,",Coursera
Python Project for Data Science,https://www.coursera.org/learn/python-project-for-data-science,Data Science,Data Analysis,,"Data Science,Python Programming,Data Analysis,Pandas,Jupyter notebooks,",Coursera
Cryptography I,https://www.coursera.org/learn/crypto,Computer Science,Computer Security and Networks,,"Cryptography,Cryptographic Attacks,Public-Key Cryptography,Symmetric-Key Algorithm,",Coursera
An Introduction to American Law,https://www.coursera.org/learn/american-law,Social Sciences,Law,,"American Law,Common Law,Law,Constitution,",Coursera
Marketing Analytics,https://www.coursera.org/learn/uva-darden-market-analytics,Business,Marketing,,"Marketing Experiments,Customer Lifetime Value,Regression Analysis,Marketing Analytics,Brand Equity,",Coursera
Introductory Human Physiology,https://www.coursera.org/learn/physiology,Health,Basic Science,,"Cardiovascular understanding,Biology,Organ Systems,Medicine,Metabolic Pathways,",Coursera
International Women's Health and Human Rights,https://www.coursera.org/learn/womens-health-human-rights,Health,Public Health,,"Health Education,Reproductive Health,Community Health,Sexually Transmitted Infections,",Coursera
Machine Learning Foundations for Product Managers,https://www.coursera.org/learn/machine-learning-foundations-for-product-managers,Data Science,Machine Learning,,"Data Science,Artificial Neural Network,Machine Learning,Predictive Analytics,Modeling,",Coursera
Introduction to Psychology,https://www.coursera.org/learn/introduction-psych,Health,Psychology,,"Psychological Issues,Psychology,Social Psychology,Mental Illness,",Coursera
Capstone: Applying Project Management in the Real World,https://www.coursera.org/learn/applying-project-management,Business,Leadership and Management,,"Quality Management,Stakeholder Management,Problem Solving,Effective Communication,Project Management,",Coursera
Write Professional Emails in English,https://www.coursera.org/learn/professional-emails-english,Language Learning,Learning English,,"Professional,Email Writing,Communication,Writing,",Coursera
Introduction to Marketing,https://www.coursera.org/learn/wharton-marketing,Business,Marketing,,"Positioning (Marketing),Marketing,Marketing Strategy,Customer Satisfaction,",Coursera
Narrative Economics,https://www.coursera.org/learn/narrative-economics,Social Sciences,Economics,,"Economics,History,Storytelling,Financial Markets,Research Methods,",Coursera
Data Analysis with Python,https://www.coursera.org/learn/data-analysis-with-python,Data Science,Data Analysis,,"Predictive Modelling,Python Programming,Data Analysis,Data Visualization (DataViz),Model Selection,",Coursera
Gamification,https://www.coursera.org/learn/gamification,Computer Science,Design and Product,,"Psychology,Marketing,Game Design,Gamification,",Coursera
Digital Product Management: Modern Fundamentals,https://www.coursera.org/learn/uva-darden-digital-product-management,Business,Leadership and Management,,"Product/Market Fit,Product Management,Design Thinking,Innovation Pipeline,Lean Startup,",Coursera
The Path to Insights: Data Models and Pipelines,https://www.coursera.org/learn/the-path-to-insights-data-models-and-pipelines,Data Science,Data Analysis,,"Data Management,Google Dataflow/Google BigQuery,Extraction, Transformation And Loading (ETL),Database Optimization,Data transformation,",Coursera
Learn to Program: The Fundamentals,https://www.coursera.org/learn/learn-to-program,Computer Science,Software Development,,"Python Syntax And Semantics,Computer Programming,Python Programming,Idle (Python),",Coursera
Python Data Structures,https://www.coursera.org/learn/python-data,Computer Science,Software Development,,"Python Syntax And Semantics,Data Structure,Tuple,Python Programming,",Coursera
Behavioral Finance,https://www.coursera.org/learn/duke-behavioral-finance,Business,Finance,,"Decision-Making,Behavioral Finance,Cognitive Bias,Behavioral Economics,",Coursera
Calculus for Machine Learning and Data Science,https://www.coursera.org/learn/machine-learning-calculus,Computer Science,Algorithms,,"Calculus,Mathematical Optimization,Gradient Descent,Machine Learning,Newton'S Method,",Coursera
Introduction to Data Engineering,https://www.coursera.org/learn/introduction-to-data-engineering,Information Technology,Data Management,,"Data Science,Database (DBMS),NoSQL,SQL,",Coursera
Finance for Non-Finance Professionals,https://www.coursera.org/learn/finance-for-non-finance,Business,Finance,,"Financial Accounting,Capital Budgeting,Corporate Finance,Finance,",Coursera
Essentials in Clinical Simulations Across the Health Professions,https://www.coursera.org/learn/clinicalsimulations,Health,Healthcare Management,,"Nursing,healthcare,Debriefing,INACSL Standards,Clinical Simulation,",Coursera
Microeconomics Principles,https://www.coursera.org/learn/microeconomics,Social Sciences,Economics,,"Economics,Critical Thinking,Microeconomics,Economic Analysis,",Coursera
Forensic Accounting and Fraud Examination,https://www.coursera.org/learn/forensic-accounting,Business,Finance,,"Fraud Detection,Internal Control,Fraud Investigation,Forensic Accounting,",Coursera
Design and Interpretation of Clinical Trials,https://www.coursera.org/learn/clinical-trials,Health,Research,,"Clinical Research,Trial Design,Clinical Trial Design,Clinical Trial Management,",Coursera
Customer Analytics,https://www.coursera.org/learn/wharton-customer-analytics,Business,Business Strategy,,"Predictive Analytics,Customer Analytics,Regression Analysis,Marketing Performance Measurement And Management,",Coursera
"Introduction to Financial Analysis - The ""Why?""",https://www.coursera.org/learn/introduction-to-financial-analysis-the-why,Business,Business Essentials,,"Risk,Financial Analysis,Financial Statement,Accounting,Finance,",Coursera
AWS Cloud Technical Essentials,https://www.coursera.org/learn/aws-cloud-technical-essentials,Information Technology,Cloud Computing,,"AWS Identity and Access Management,Networking on AWS,AWS Management Console,Cloud Computing,aws security,",Coursera
Conduct UX Research and Test Early Concepts,https://www.coursera.org/learn/conduct-ux-research,Computer Science,Design and Product,,"User Experience (UX),Usability Testing,UX Research,Prototype,User Experience Design (UXD),",Coursera
Customer Service Fundamentals,https://www.coursera.org/learn/customer-service-fundamentals,Information Technology,Support and Operations,,"Process Management,Communication,Problem Solving,IT Customer Support,",Coursera
Data Management for Clinical Research,https://www.coursera.org/learn/clinical-data-management,Health,Research,,"Survey Design,Data Collection,Data Management,Clinical Data Management,",Coursera
Fundamentals of Graphic Design,https://www.coursera.org/learn/fundamentals-of-graphic-design,Arts and Humanities,Music and Art,,"Creativity,Graphics,Design Theory,Color Theory,",Coursera
Build Basic Generative Adversarial Networks (GANs),https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans,Data Science,Machine Learning,,"Controllable Generation,WGANs,Conditional Generation,Components of GANs,DCGANs,",Coursera
English for Career Development,https://www.coursera.org/learn/careerdevelopment,Language Learning,Learning English,,"Communication,English Language,Career Development,Writing,",Coursera
Project Launch,https://www.coursera.org/learn/project-management,Business,Leadership and Management,,"Project Management,Scope (Project Management),Communication,Work Breakdown Structure,",Coursera
Introduction to Calculus,https://www.coursera.org/learn/introduction-to-calculus,Math and Logic,Math and Logic,,"logic,Mathematics,Calculus,",Coursera
Natural Language Processing with Probabilistic Models,https://www.coursera.org/learn/probabilistic-models-in-nlp,Data Science,Machine Learning,,"Word2vec,Parts-of-Speech Tagging,N-gram Language Models,Autocorrect,",Coursera
Computational Thinking for Problem Solving,https://www.coursera.org/learn/computational-thinking-problem-solving,Computer Science,Algorithms,,"Simple Algorithm,Python Programming,Problem Solving,Computation,",Coursera
Data Visualization and Dashboards with Excel and Cognos,https://www.coursera.org/learn/data-visualization-dashboards-excel-cognos,Data Science,Data Analysis,,"Microsoft Excel,Data Analysis,Data Visualization (DataViz),IBM Cognos Analytics,Dashboard,",Coursera
Introduction to Python Programming,https://www.coursera.org/learn/python-programming-intro,Computer Science,Software Development,,"Python Tools,Python Syntax And Semantics,Programming Principles,Python Programming,Computer Programming,",Coursera
Assets in Accounting,https://www.coursera.org/learn/accounting-assets,Business,Business Essentials,,"Accounts receivable and cash receipts,Inventory costing methods,PP&E Accounting,Asset Accounting,Depreciation,",Coursera
Doing more with Google Sheets,https://www.coursera.org/learn/getting-started-with-google-sheets,Business,Business Essentials,,"Spreadsheet,Google Sheets,Data Analysis,Data Reporting,Data Visualization (DataViz),",Coursera
Convolutional Neural Networks in TensorFlow,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,Data Science,Machine Learning,,"Inductive Transfer,Augmentation,Dropouts,Machine Learning,Tensorflow,",Coursera
Go Beyond the Numbers: Translate Data into Insights,https://www.coursera.org/learn/go-beyond-the-numbers-translate-data-into-insight,Data Science,Data Analysis,,"Python Programming,Tableau Software,Data Visualization (DataViz),Effective Communication,Exploratory Data Analysis,",Coursera
Animal Behaviour and Welfare,https://www.coursera.org/learn/animal-welfare,Health,Animal Health,,"Animal,Animal Behavior,Veterinary,Dog,",Coursera
Understanding Clinical Research: Behind the Statistics,https://www.coursera.org/learn/clinical-research,Health,Research,,"Clinical Research,Statistics,Statistical Analysis,Statistical Hypothesis Testing,",Coursera
Introduction to Mathematical Thinking,https://www.coursera.org/learn/mathematical-thinking,Math and Logic,Math and Logic,,"Number Theory,Real Analysis,Mathematical Logic,Language,",Coursera
Circular Economy - Sustainable Materials Management,https://www.coursera.org/learn/circular-economy,Physical Science and Engineering,Environmental Science and Sustainability,,"Business Model,Environmental Policy,Business Analysis,Material Design,Policy Analysis,",Coursera
Addiction Treatment: Clinical Skills for Healthcare Providers,https://www.coursera.org/learn/addiction-treatment,Health,Patient Care,,"Substance Use Disorder Treatment,Substance Use Disorder Prevention,Substance Use Disorder Screening,Substance Use Disorder,Substance Use Disorder Diagnosis,",Coursera
Machine Learning Data Lifecycle in Production ,https://www.coursera.org/learn/machine-learning-data-lifecycle-in-production,Data Science,Machine Learning,,"ML Metadata,Convolutional Neural Network,TensorFlow Extended (TFX),Data Validation,Data transformation,",Coursera
"Information Systems Auditing, Controls and Assurance",https://www.coursera.org/learn/information-systems-audit,Information Technology,Security,,"Information Security (INFOSEC),Information Technology (IT) Management,Audit,Risk Management,Change Management,",Coursera
Python and Statistics for Financial Analysis,https://www.coursera.org/learn/python-statistics-financial-analysis,Business,Finance,,"Statistical Analysis,Financial Analysis,Financial Data Analysis,Python Programming,Data Visualization (DataViz),",Coursera
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),https://www.coursera.org/learn/build-a-computer,Computer Science,Algorithms,,"Logic Gate,Computer Architecture,Assembly Languages,Hardware Description Language (HDL),",Coursera
Introduction to DevOps,https://www.coursera.org/learn/intro-to-devops,Computer Science,Software Development,,"Test-Driven Development,CI/CD,Behavior-Driven Development,Devops,",Coursera
International Humanitarian Law in Theory and Practice ,https://www.coursera.org/learn/international-humanitarian-law,Social Sciences,Law,,"International Humanitarian Law,International Law,Law,",Coursera
Think Outside the Inbox: Email Marketing,https://www.coursera.org/learn/think-outside-the-inbox,Business,Marketing,,"Email Writing,Email list segmentation,Email marketing strategy,Email marketing analytics,Contact management,",Coursera
Introduction to Software Engineering,https://www.coursera.org/learn/introduction-to-software-engineering,Computer Science,Software Development,,"Basic programming concepts,Careers in software engineering,Programming languages and frameworks,The Software Development Lifecycle (SDLC),Software Architecture,",Coursera
Introduction to Medical Software,https://www.coursera.org/learn/introduction-to-medical-software,Computer Science,Design and Product,,"Software Testing,Software Design,Entrepreneurship,Medical Software,User Research,",Coursera
Introduction to Finance: The Basics,https://www.coursera.org/learn/introduction-to-finance-the-basics,Business,Finance,,"Financial Management,Finance,Future Value,Leadership And Management,",Coursera
Natural Language Processing with Attention Models,https://www.coursera.org/learn/attention-models-in-nlp,Data Science,Machine Learning,,"Reformer Models,Neural Machine Translation,Chatterbot,T5+BERT Models,Attention Models,",Coursera
Introduction to Technical Support ,https://www.coursera.org/learn/introduction-to-technical-support,Information Technology,Support and Operations,,"Information Technology,Customer Service,Ticketing Systems,Service Level Agreements,Technical Support,",Coursera
Entrepreneurship 1: Developing the Opportunity,https://www.coursera.org/learn/wharton-entrepreneurship-opportunity,Business,Finance,,"Discovery-Driven Planning,Elevator Pitch,Planning,Entrepreneurship,",Coursera
Vital Signs: Understanding What the Body Is Telling Us,https://www.coursera.org/learn/vital-signs,Health,Patient Care,,"Dolor Assessment,Metabolic Pathways,Vital Signs,Pain Management,",Coursera
International Leadership and Organizational Behavior,https://www.coursera.org/learn/organizational-behavior,Business,Leadership and Management,,"Social Network,Leadership,Management,Cross-Cultural Communication,",Coursera
An Introduction to Consumer Neuroscience & Neuromarketing ,https://www.coursera.org/learn/neuromarketing,Business,Leadership and Management,,"Consumer Behaviour,Marketing,Consumer Neuroscience,Neuromarketing,",Coursera
Create High-Fidelity Designs and Prototypes in Figma,https://www.coursera.org/learn/high-fidelity-designs-prototype,Computer Science,Design and Product,,"User Experience (UX),mockup,Figma,Prototype,User Experience Design (UXD),",Coursera
Improving Communication Skills,https://www.coursera.org/learn/wharton-communication-skills,Personal Development,Personal Development,,"goal setting,Communication,Negotiation,Deception,",Coursera
The Manager's Toolkit: A Practical Guide to Managing People at Work,https://www.coursera.org/learn/people-management,Business,Leadership and Management,,"Decision-Making,Leadership,Management,Performance Management,",Coursera
Health Behavior Change: From Evidence to Action,https://www.coursera.org/learn/health-behavior-change,Health,Public Health,,"health practices,behavioral psychology,Public Health,Mental Health,health psychology,",Coursera
Programming with JavaScript,https://www.coursera.org/learn/programming-with-javascript,Computer Science,Mobile and Web Development,,"Test-Driven Development,JavaScript,Front-End Web Development,Object-Oriented Programming (OOP),",Coursera
Clinical Terminology for International and U.S. Students,https://www.coursera.org/learn/clinical-terminology,Health,Patient Care,,"English Language,Clinical Experience,Vital Signs,Medical Device,",Coursera
